,Product,Top_10_Similar_Products
444,Нарийн боов Аяны боорцог 750гр Талх чихэр 021639,"['Талх Зууван чех 600гр зүссэн хөх тарианы уураг, агуулсан Талх чихэр MNG', 'Гоймон Талын монгол туузан бүхэл үрийн 300гр уургаар баялаг MNG', 'Нарийн боов Булочка 600гр  цөцгийтэй  амтлаг  Өгөөмж архад MNG', 'Кекс Ulker Олала 70гр шоколадтай ууттай TUR', 'Молоко Главпродукт  270гр Сгущенка Юбилейная Шахдаг RUS', 'Нарийн боов Аяны 650гр бүхэл үр улаан буудайн амтлаг Та Чи  MNG ', 'Нарийн боов Шагшуурга 700гр Жинтуул 2095769', 'Шүдний оо Colgate 100мл Фторын найрлага Сэнгэнэсэн амьсгал Зөөлөн гаа RUS', 'Гоймон Алтан тариа 900гр эрдэс бодис B төрлийн аминдэм ихээр агуулдаг MNG', 'Царцаамаг Их дээж 300гр үхрийн шийрний хэрчсэн MNG']"
445,Ариун цэврийн цаас Урин 1 ширхэгтэй MNG,"['Ариун цэврийн цаас Урин 4 ширхэгтэй MNG', 'Зайрмаг Amore Гэр бүлийн 300гр Шоколадтай савтай Цэвэр малын гаралтай MNG', 'Чипс Хаан 30гр махны амттай ууттай MNG', 'Саван Protex CREME Гарын 150гр Хатуу Бактераас 99.9% хамгаална RUS', 'Чипс Orion 30гр үхрийн махан стейкын амттай ууттай VNM', 'Пробиотик тараг Danone Активиа 670гр Гүзээлзгэнэ жимсний амттай KAZ', 'Лечо мөөгтэй Газар шим 550мл улаан лоолийн нухаш амтат чинжүү сонгинотой MN', 'Талх Зууван чех 600гр зүссэн хөх тарианы уураг, агуулсан Талх чихэр MNG', 'Жигнэмэг Чоко пай Orion 120гр үндсэн төрөл 30гр*4ш улаан RUS', 'Нүүрний хөвөн QUEENLY 70+50ш 100% хөвөн зөөлөн GRC']"
446,Шөл  Gallina Blanca  Бульон  10 гр  ясны  оливын тостой  шахмал  RUS,"['Дарсан хачир Best 100гр ууттай MNG', 'Үдэн Yummy 150гр соусаар амталж дарсан MNG', 'Дарсан мөөг нарийн цагаан 80гр нарийн цагаан Хималайн уулны ', 'Кимчи 400гр байцааны сүүн хүчлийн бактерьтай KOR', 'Дүпү Эко 3 төрөл амин дэмээр баялаг MNG', 'Ургамлын тос Олейна 2000мл A D F E витамин 100% Наранцэцгийн тос RUS', 'Кимчи Ариранг энгийн 400гр сүүний хүчлийн бактеритай MNG', 'Загас Туна Golden prize 185гр Шар буурцагийн тостой THA', 'Шар манжин Yummy 200гр чихэрлэг даршилсан MNG', 'Амтлагч Улаан чинжүү Ecoseed 50гр нунтаг']"
447,Аарц Зөв хатаасан аньстай 1ш ууттай MNG,"['Аарц Зөв хатаасан 1ш ууттай MNG', 'Аарц Зөв хатаасан чацарганатай 1ш ууттай MNG', 'Эрүүл мэндийн ундаа Bacchus energy original 250мл лаазтай KOR', 'Шоколад Nestle Goodmix 47гр жигнэмэгний амт шаржигнуур өрмөнцөр сүүтэй RUS', 'Шоколад Nestle Kitkat 40гр шаржигнуур өрмөнцөртэй сүүтэй BEL', 'Жүүс Шар доктор 40мл Чацарганы өтгөрүүлсэн 1ш найруулж уух MNG', 'Бэлдмэл Vitos 100мл гоо сайхны MGL', 'Жигнэмэг  Mc Vities  98гр хайрцагтай сүүтэй шоколад бүхэл үрийн GBR', 'Йогурт Сайн 500мл 2,5% тослогтой Хүрэн манжин Алим жимстэй MNG', 'Жигнэмэг Parle Hide and Seek 112гр гүзээлзгэнэтэй хайрцагтай IND']"
448,Кекс Olala bold Bar 40гр шоколадтай ууттай TUR,"['Ундаа Coca cola Fanta Оргилуун 500мл Алим жимсний амт пет савлагаа MNG', 'Ундаа Coca cola Хүслийн Sprite Оргилуун 500мл zero пет савлагаатай MNG', 'Шоколад Alpen gold 85гр сүүтэй шоколад хавтгай цэнхэр RUS', 'Тараг Амтлаг 500мл Хад жимстэй Ашигт бактери С амин дэм MNG', 'Ус Ooha yuzu 480мл Юзү жүрж, далайн давсны амттай хийжүүлсэн пет MNG', 'Жигнэмэг Oreo 38гр ванильны амттай ууттай цэнхэр RUS', 'Кекс Kinder Delice 39гр сүүтэй шоколадтай Итали 021791 ITA', 'Бэлэн хоол Fan’S 95гр гахайн мах халуун ногоотой дэвтээдэг', 'Жигнэмэг  Mc Vities  98гр хайрцагтай сүүтэй шоколад бүхэл үрийн GBR', 'Ус Maya 500мл коллагентэй пет MNG']"
449,Гаа Tic tac 16гр passionfruit Strawberry Orange Mint 4 төрөл ITA,"['Гаа Tic Tac Friut Mix 16гр савтай ITA', 'Сүү Baby shark 250мл   сахаргүй  A D B12 витаминтай', 'Набор Golden gobi Эсгий туургатан 144гр Монголд үйлдвэрлэв', 'Ус Aqua Se 500мл пет MNG', ""Чихэр Welch's 23гр резинин олон жимсний амттай АНУ"", 'Ундаа Vibez cola 1.25л пет савалгаатай MNG', 'Бохь Orbit 14гр*10ш нэрс жимсний амттай сахаргүй RUS', 'Пиво Viiking Strong Ale 500мл Соёолсон арвайн хольц alc 8.5% лаазтай DUE', 'Энергийн ундаа OFK Wake up 250мл лаазтай KOR', 'Сүү Baby shark 250мл цэвэр сүүний орцтой шоколадтай']"
450,Жигнэмэг Julie's Butter crackers 250гр 021001 MYS,"['Нойтон салфетка Ариун хүүхдийн 80ширхэгтэй MNG', 'Нойтон салфетка FOXY Хүүхдийн эмзэг арьсанд зориулсан 60ш KOR', 'Нухаш Бумбардай 110гр лууван лийр жимстэй 6 сараас дээш MNG', 'Жигнэмэг Bourbon 50гр ууталж савласан какаотай JPN', 'Жүүс Био 450мл Чацарганы өтгөрүүлсэн шүүс дархлаа дэмжих пет савлагаа MNG', 'Шоколад Bourbon 55гр бүхэл үрийн жигнэмэгтэй гүзээлзгэнэтэй JPN', 'Будаатай шөл Талын Монгол 120гр цагаан будаа нунтагласан борцтой MNG', 'Шоколад Kinder 50гр сүүн кремээр дүүргэгдсэн  ITA', ""Жигнэмэг Julie's Sugar Crackers 200гр ууттай MYS"", 'Чихэр Верблюженок-каракум 500гр самар шоколадтай зөөлөн RUS']"
451,Бэлдмэл Vitos 100мл дархлаа сайжруулах MGL,"['Нарийн боов дессерт 4 ширхэгтэй, амтлаг аминдэмээр баялаг Атархишиг MNG', 'Халаасны сальфетка Selpak Comfort 10ш /2 давхаргатай/ TUR', 'Цай шингэн Peace Tea apple orange 450 мл пет савлагаатай MNG', 'Гарын цаас татдаг Дэлбээ 180ш Зөөлөн MNG', 'Сүү Пороро 180мл Ванильтай Кальциар баялаг MNG', 'Гарын шингэн саван Safeguard 225мл Хүүхдийн 3+ насны Бактерийн эсрэг ITA', 'Чихэр KOZED litchi juice gummy candy 80гр манго грэйп личи жимсний шүүстэй', 'Кекс Lotte Custard 138гр дотроо кремтэй хайрцагтай KOR', 'Тараг Амтлаг 500мл 0.1% тослог Гүзээлзгэнэ Ашигт бактери С амин дэм MNG', 'Жүүс Kagome 720мл Нэг өдрийн ногооны пет савлагаатай JPN']"
452,Ус Тэрэлж акуа 18.9л Байгалийн эрдэст PH7.8 натри кальци магни фотор MNG,"['Пиво Нийслэл lite 2,4л дээд зэргийг арвайн соёолжны Alc 4.9% MNG', 'Цай шингэн Lipton green tea 1250мл тоор нимбэг пет* 024409*', 'Бялуу Black forest cake-Интоортой бялуу 18 cm /7 inch/ 800гр', 'Бялуу Sacher Шоколадтай бялуу 18 cm /7 inch/ 900гр', 'Бичгийн цаас Quality Цагаан өнгийн А4 хэмжээтэй 500 ширхэг 70 гр THA', 'Квас Русский купеческий 1.5л пет савлагаатай KAZ', 'Цай Fuze tea Apple&Lemongrass 1.25л хар цай алим лемонграс савлагаатай MNG', 'Малгай Төрсөн өдрийн 10*20см Цаасан Олон өнгийн', 'Нохойны хоол Darling 75гр Үхрийн махтай Омега 3 витамин агуулсан RU', 'Жигнэмэг Чоко пай Dream cake cream 384гр кремний хавчуургатай KOR']"
453,Жигнэмэг Чоко пай Orion 120гр үндсэн төрөл 30гр*4ш улаан RUS,"['Ундаа Coca-Cola Zero Оргилуун 1.25л сахаргүй пет савлагаа MNG', ""Шоколад Mars M&M's 45гр сүүтэй үрлэн RUS"", 'Жигнэмэг Та Чи 180гр бүхэл үрийн хайрцагтай MNG', 'Жигнэмэг  Mc Vities  98гр хайрцагтай сүүтэй шоколад бүхэл үрийн GBR', ""Шоколад M&M's 45гр олон өнгөтэй самартай ууттай RUS"", 'Ус Хужирт Иода 860мл Иоджуулсан байгалийн эрдэст пет савлагаатай MNG', 'Чихэр Haribo 80 гр оддын холимог жимсний амттай DEU', 'Хатаасан жимс самар Kowar big mix 200гр олон төрлийн MNG', 'Шоколад Nestle Goodmix 47гр жигнэмэгний амт шаржигнуур өрмөнцөр сүүтэй RUS', 'Чипс Хаан 30гр махны амттай ууттай MNG']"
454,Кофе Nescafe 3v1 Strong display 14.5гр ширхэгийн RUS,"['Кофе Nescafe 3v1 caramel latte 14.5гр RUS', 'Кофе Nescafe 3v1 classic display 14.5гр ширхэгийн RUS', 'Кофе  Jacobs 2гр  ууталж  савласан  сүү сахар  самартай  KZ', 'Кофе MacCoffee Gold 16гр*1ш Сүү сахартай Сублимацийн аргаар хатаасан MYS', 'Кофе Кофе jacobs классик 12гр 1 ширхэг жижиглэн', 'Цай Хаан 12гр ууттай сүүний агууламж өндөртэй түргэн уусдаг SGP', 'Кофе Jacobs мягкий 3в1 12гр 1 ш жижиглэн ууттай уусалт сайтай RUS', 'Кофе jacobs крепкий 12гр ширхэг жижиглэн', 'Аарц Зөв хатаасан чацарганатай 1ш ууттай MNG', 'Кофе Jacobs monarch 15гр плюс карамель 3в1 24х1015гр ширхэгээр RUS']"
455,Жүүс  CW Arizona 560мл Олон жимсний пет савлагаатай USA,"['Чихэр Skittles wildberry 38гр исгэлэн жимсний амттай CHE', 'Нойтон салфетка GOOD TODAY 120ш Хөвөн даавуу зөөлөн материалтай KOR', 'Чипс PRINGLES 170гр хайрцагтай Төмс улаан буудайн төгс амттай BEL', 'Чипс Kracks Paprika 160гр Халуун чинжүүний амттай шарсан төмс Савтай MYS', 'Йогурт Балкан 180мл Ашигтай бактераар баялаг MNG', 'Кекс Lotte Custard 138гр дотроо кремтэй хайрцагтай KOR', 'Хуурай сальфетка Kleenex travel Disney 60ш KOR', 'Жүүс tymbark 330 мл лемонтой лаазтай POL', ""Жигнэмэг шаржигнуур Julie's Le-mond 180гр MYS"", 'Самар Kangaroo 185гр зөгийн балтай лаазтай']"
